epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,51.2288,1.33746,0.44118,1,1.27926,0.0004,0.0004,0.0004
